product_name,brands,nutriscore_grade
Purée de tomates,"Primeal,Ekibio",a
Flocons d’avoine,Nature Bio,a
Frites four extra fines,Auchan,a
Crème dessert saveur vanille,"Nestlé,Lindahls",a
fraise,Naturissime,a
Filet de poulet,Le Gaulois,a
NESTLE P'TITE RECETTE Spaghetti bolognaise Bio 2x190g - Dès 8 mois,"Nestlé, P'tite recette",a
Gressins,Panequaglia,a
Risotto d’asperge et champignon au comté du jura,"",a
Pavé de saumon rose sauvage du pacifique surgelé,"",a
4 Savoureux Wraps Blé Complet,Old El Paso,a
6 oeufs bio de poules élevées en plein air,Richart,a
Double concentré de tomate,,a
Brochette poulet thym cotron,,a
Farine de seigle Bio T130,Moulin de Colagne,a
P’tits duos cabillaud et patate douce,PESCANOVA,a
Bonduelle,Bonduelle,a
Sorbet poire,"",a
Poulet fermier élevé en Liberté,Loué,a
Puree de fruit fraise,,a
Le pain Burger maxi,Franprix,a
"",CHARAL SAS,a
Champignon de Paris,"",a
Filet mignon,,a
Pom’Potes pomme framboise passion,POM'POTES,a
Petit épeautre de France,Le temps est bio,a
Farine de pois chiches,Carrefour Bio,a
Petits pois surgelés,Casino,a
Grains perlés de petit épeautre,"",a
Légumes rôtis et pesto d'herbes fraîches,Seazon,a
Frites allumettes,Belle France,a
Le chou-fleur en fleurettes,Bonduelle,a
,EP Ecoprix,a
Taboulé à la libanaise,SALADE TRAITEUR,a
Lait demi écrémé,,a
Petits pois,"",a
Poêlée duo saumon cabillaud et légumes du soleil,"",a
Poêlée de légumes,Cora,a
Boule de Campagne,,a
Puree de tomate à l’arrabbiata,BY'Ô,a
,Jardin biologique,a
,Jardin biologique,a
,Jardin biologique,a
,Jardin biologique,a
Spaghetti,Jardin biologique,a
"",Jardin bio,a
,Jardin biologique,a
,Jardin biologique,a
"",Jardin biologique,a
,Jardin biologique,a
Haricots Rouges,D'aucy,a
Fusilli,"Pasta Padana, Pasta Berruto",a
Châtaignes entières,Roger Descours,a
Granola café noisette,"",a
Deoxyie poulet à la mexicaine,,a
Haricots verts bio,Franprix,a
Émincé de porc thai,"",a
Filet tranche de poulet,,a
Aiguillettes de poulet tomate origan,Maître Coq,a
Escalope de poulet biologique extra tendres,,a
Boulettes tomate et herbes de Provence végétales et gourmandes 180g,Happyvore,a
Le tartinable végétal,Nurishh,a
Germalgue,Abbaye de Sept-Fons,a
Kiwi jaune,Zespri,a
Tartinade Thon Germon au Tomate Cerise et Basilic,Hénaff,a
Escalope de poulet extra-tendre,"",a
2 pavés  de Bonite à ventre rayé,Picard,a
Salade coleslaw,Auchan,a
Haricots verts extra-fins,Thiriet,a
Ratatouille,Freshona,a
Intenso,Gran Caffè Garibaldi,a
Tomate cerise allongée bio,"",a
Lentilles bio origine Italie,Greenweez,a
Haché végétal,Heura,a
Colin d'Alaska Panure Graines,Casino,a
Beurre de pommes,Conserverie de la forêt,a
Pain d’épices artisanal,Les ruchers de Sénart,a
Poêlée à la Parisienne,Carrefour,a
"Fagots de haricots verts extra-fins, surgelé","Bonduelle Food Service,Bonduelle",a
FILETS DORADE ROYALE,"",a
Filet de poulet,"",a
Pruneaux d’Agen avec noyaux,Carrefour,a
Cassoulet de Castelnaudary,"",a
Le Veau 2 Escalopes,,a
Faux-Filet,Charal,a
Brochette filet mignon mariné Buffalo,"",a
Dahl curry - lentilles & riz Basmati,isali,a
Escalope de dinde,Le gaulois,a
Torsades bio 100% pois chiches,"les moulins de cérès,Biovence",a
Pilon de poulet,Le Gaulois,a
Epinards coupes biologiques surgelées,Earthbound Farm,a
Spécial k Pépites d'Avoine Croustillantes,KELLOG'S,a
Truite petits légumes citron confit,Hénaff,a
Compote pomme fleur d'oranger,Danone,a
Salade de fruits exotiques,Thiriet,a
Haricots Noirs Cuits,,a
Kiwi,,a
Quinoa,,a
Griechischer Joghurt - Erdbeere,Mevgal,a
Thon listao au naturel,La Vie Claire,a
2 bavettes d’aloyau,Charal,a
Haricots verts à la persillade,Paysan Breton,a
Happy day,Rauch,a
Brocoli,Bonduelle,a
Alvalle Gazpacho l'original format professionnel 3 L,Alvalle,a
Pois chiches,BY'Ô,a
Merlu aux morilles,LES BOCAUX DE LOLO,a
Lentilles corail,"",a
Tagliatelle all'uovo,Conad,a
Haricots verts très fins,Thiriet,a
Fromage blanc nature,,a
Tomates concassées,Baresa,a
Carottes rappees,,a
Volvic Eau Miracle NATURELLE VOLCANIQUE,Volvic,a
Ceviche de dorade-sébaste,Picard,a
Cerneaux de noix,,a
Amandes grillées,Tramier,a
Cocktail de fruits de mer,"U Bio,U",a
3 quesadillas,Picard,a
Farine de patate douce bio,Siyolab,a
Légumes verts assaisonnés,Carrefour,a
Macédoine de legumes,"",a
Lait Demi écrémé,,a
Escalope de dinde,Maître Coq,a
Lentilles vertes,Jardin Bio,a
Pistaches grillées - Non salé,Vico,a
HP HC Boisson Saveur caramel,Delical,a
Skyr bio vanille,,a
Galettes vegetales,Thiriet,a
Yacon syrup,yacon viva,a
Filet de lieu noir msc,,a
Trio de quinoa,,a
Compote Pomme Vanille,Andros,a
Haricots rouges bio,Corab,a
Onigiri poulet teriyaki,,a
Galette de soja aux épinards & mozzarella,Thiriet,a
Smicy sorbet fruits exotiques,Smicy,a
Blanquette de Dinde,Domaine de Gammareix,a
Farine de blé,Aldi,a
Haché vegetal special burger,Accro,a
Farine de blé T45,"",a
Moussaka au Boeuf,Picard,a
Delicieux equilibre legumes chèvre,Thiriet,a
Compote de pommes allégée,Andros,a
"Boulettes au boulgour,lentilles corail,courgettes",Thiriet,a
Filet tranché de poulet,,a
Farine de blé semi complète biologique (T110),"Auchan Bio,Auchan",a
Penne rigate,"",a
Jambonneau,,a
Rubans de petit épeautre,"",a
Aiguillettes de poulet Tomate Origan,Maître coq,a
Frites côté burger,MC CAIN,a
Filets de Poulet,Maître Coq,a
Poires Williams,Auchan,a
Lentilles corail,Quitoque,a
La belle escalope de poulet,,a
Poulet Basquaise,,a
Capellini,De Matteis,a
"POM'POTES Compotes Pomme, P.Ab, P.Poir, P.Mir 28x90g","POM'POTES, Sans sucres ajoutés",a
SKYR Nature au lait de jersiaise,Gaborit,a
Biscottes sans sel ni sucres ajoutés,Bio Village,a
Poulet fermier bio jaune,,a
Filets de poulet,L'etal Du Volailler,a
Petit pois et carottes,D'Aucy,a
Coleslaw Chou blanc & carottes au fromage blanc bio,,a
Sandwich americain poulet,,a
Risotto,Vivien Paille,a
Pavé de saumon pistache & amande,"",a
Tripes au vin blanc,Micouleau,a
Lait demi écrémé,"U Bio,U",a
Bio yaourt nature,Envia,a
Filets poulet fermier,Loué,a
Pavés,Charal,a
Filets de Poulet,Loué,a
Cocos blancs à la tomate,Vivien Paille,a
"Emincés de poulet sauce moutarde, haricots verts & pommes de terre à l'ail",Seazon,a
6 Morceaux de râbles de lapin,Thiriet,a
Émincés de poulet à la mexicaine,L'etal Du Volailler,a
Framboises entières,Casino,a
Knorr Soupe Liquide Douceur d'Automne à la crème fraîche SO 1L,Knorr,a
Knorr Soupe Liquide Douceur de Légumes du Soleil 1L,Knorr,a
Champignons,,a
Pois chiche,,a
Saumon des Fjords de Norvège. Élevage,U Express,a
Sugo all' Arrabiata,TRADIZIONI D'ITALIA,a
Salade Caesar,"",a
Maïs doux,"MIRAGE, Conserve Italia",a
Pâtes perlées et poulet rôti (façon Paella),Bonduelle,a
Aiguillettes de poulet,LE GAULOIS,a
Duo de Panés COLIN D'ALASKA,Golden Seafood,a
Taboulé,"",a
Poires au sirop,"",a
Champignons,Freshona,a
Authentique cassoulet au porc,La Belle Chaurienne,a
Lait écrémé,Milsani,a
LINGOTS BLANCS,,a
Knorr Soupe Liquide Mouliné de Légumes Français 2x30ml,Knorr,a
FAGE Fruits Vanille,FAGE Fruits,a
L'original végétal,HARi&CO,a
Brocolis en fleurettes Bio,Auchan Bio,a
Cacahuètes grillées sans sel ajouté,Casino,a
Good Gout,,a
Semoule d'Orge -grosse-,Haudecoeur,a
Skyr bio mûre-myrtille,Les 2 Vaches,a
Aiguillettes de poulet,Loué,a
Soja jaune décortiqué de France,Le temps est bio,a
Ail semoule BIO,Bedros,a
Muesli with nuts and seeds,Picnic,a
1 Faux-filet,Charal,a
Escalope de poulet,,a
Fusilli,"Auchan, Auchan Bio",a
Choux Bruxelles surgelés,Findus,a
Burgan Chik'N,Vegan Deli,a
Plenny Bar Apfelstrudel,Jimmy Joy,a
Petits pains grillés blé complet,Lidl,a
Tofu fumé,Tossolia,a
Soupe Poireau et Haricot blanc Poivre,,a
Pain Azyme,"",a
,Délisse,a
chili con carne,U,a
Rôti de dinde,Deluxe,a
2 pavés tendres et savoureux,Charal,a
Puree de fruits,"",a
Pain boulot complet,Biofournil,a
Filets de colin d’Alaska,,a
Har vert tf cee2 exp dy 5kg,D'aucy,a
Framboises brisées,Picard,a
L’extra tendre,Le Gaulois,a
"Fusilli maïs, riz et spiruline",Valpibio,a
Super Petit Dejeuner,Iswari,a
Oignon,Carrefour,a
Skyr Nature,Yoplait,a
Merlu blanc meunière,U,a
le lait sans lactose,Candia,a
Veg burger,Kokiriki,a
Cuisse de lapin,Monoprix,a
Chili con carne,Fleury Michon,a
Cocktail de fruits de mer,Ocean Sea ( Lidl ),a
Petits Pains Grillés complet sans sucres ajoutés*,Auchan,a
Luchtige crackers,Picnic,a
Riz de Camargue long complet bio,MAS du Rouge,a
Fagots de haricots verts,,a
Poulet élevé en liberté,,a
Tripes mode de caen,,a
Les natures Asperges vertes,Auchan,a
Filet mignon de porc,L'Étal du Boucher,a
Purée Potiron Carotte,"",a
Cornichons extra fins,"U BIO,U",a
Asperges,,a
Pipe Rigate,Auchan,a
Pavé Royal Bio x 2,Mowi,a
Cacahuetes Japoneses,,a
Boisson de Soja,Le Bio Pour Tous,a
Pâte à tartiner praliné noisette,Yacon et co,a
Homard Canadien,Dom Petroff,a
Batonnets panes saumon bio d’Irlande,FOOD 4 GOOD,a
Psyllium Blond,"ECOIDÉES - ETHNOSCIENCE, ETHNOSCIENCE, Ecoidées",a
Tartinable d'artichauts,Bio Organica Italia,a
Oignons rouge,,a
Pain complet,Intermarché,a
Lindahls Pro - Fromage blanc,Nestlé,a
Plein Air x 6,Auchan,a
Petits pois et carottes vapeur,Auchan,a
Poulet Yassa,Picard,a
Chargrilled Chicken Fillets Bbq,Taste inc.,a
Chili Con Carne,Leader Price,a
Pruneaux d'agen,Reflets de France,a
Ravioli,"",a
Filet de poulet,Cora,a
Haricots rouges,Belle France,a
Compote Pomme Vanille,"",a
Veau aux morilles et macaroni,Comme j'aime,a
Betteraves rouges coupées en dés,d'aucy,a
Escalope de dinde extra fines,Volandrie,a
Pouce mais 1/4 140g unitaire nc,Pouce,a
Self Raising Flour,Tesco,a
Riz long complet indica,Markal,a
Asperges,Freshona,a
Châtaignes entières,EXCELLENCE,a
Coquillettes au petit épeautre,Lazzaretti,a
Courge butternut en morceaux surgelé,Picard,a
Panés de cabillaud,Loc Marée,a
Filet de poulet,Loué,a
Destination Asie - Pad Thaï,Garbit,a
Pain aux 5 céréales et graines bioi,,a
Macédoine de légume,Leaderprice,a
Aubergine tranchées,Maayane,a
Haricots verts extra fins,"",a
Petits pois doux vapeur,"Carrefour Extra, Carrefour",a
Flageolets verts extra-fins,Notre Jardin,a
Kiwi Jaune,Zespri,a
Biscottes multi cereales,Auchan Bio,a
Poêlée cuisinée à la parisienne,Thiriet,a
Farine de blé type 80,"",a
Skyr,Yoplait,a
FAGE Total 5%,FAGE Total,a
Isolat de whey native saveur cacao,Sanawey,a
2 Filets de Poulet fermier,Loué,a
Soupe de poisson,,a
Petits pois Vapeur,Auchan,a
Poulet sauce crémeuse truffe d'été,Duc De Pressac,a
Soupe rouge de la mer,Les Pêcheurs des Calanques,a
Skyr nature,U,a
100 % Arabica moulu,Cafés Loire Océan,a
Schorseneren,Picnic,a
Pain complet bio,E.Leclerc,a
Filet mignon,L'Atelier Boucherie,a
Farine de Petit Épautre,Naturéo,a
Tempeh au tamari,"le bio pour tous,Satodistri",a
Pommes de terre entières épluchées,"Freshona,Lidl",a
Fusilli 51,Ghigi,a
Fusili,Auchan,a
Bouchées au bœuf et légumes à l'orientale,Madrange,a
Ô PETITS légumes,Madrange,a
Protéines super green,Swar,a
Rustique,Harvest Basket,a
Mirabelles,Baccara,a
Noisette naturelle,"",a
Avocat,"Westfalia-fruit,Carrefour,Simpl",a
Clémentine nour,,a
Muesli proteine,Debout!,a
Filets de poulet,Le Gaulois,a
2 Hachés Dégustation 100% Végétal,Accro,a
Graines de Courge,NATURÉ O,a
Mon dal indien pret a cuisiner,"",a
Mon couscous marocain,,a
La belle escalope de poulet,Le Gaulois,a
Riz des volcans,"ETHNOSCIENCE, Ecoidées",a
Poivre noir de Kampot en poudre,"ETHNOSCIENCE, Ecoidées",a
Siggi's,Siggi's,a
Purée pommes pêches abricots,Casino  bio,a
Luchtige crackers volkoren,Picnic,a
Pommes poires,Monoprix,a
Boulgour Complet de Tunisie,Ethiquable,a
Detox,La Vie Claire,a
Poireaux émincés bio,Picard,a
Riz thaï,"",a
Filet de poulet,Le Gaulois,a
Princesse Amandine,"",a
Filets de poulet,Cora,a
Haricots verts,Rochambeau,a
Paves de saumon,Loc Marée,a
Caviar aubergine (bio),Terra Douceurs,a
Préparation couscous,Terra Douceurs,a
Douceurs pomme ss ajouté,Terra Douceurs,a
Soupe pdt/courge,Terra Douceurs,a
Coulis tomate (conversion),Terra Douceurs,a
Soupe potimarron/patate douce,Terra Douceurs,a
Soupe tomate courgette,Terra Douceurs,a
Soupe pdt/courgette,Terra Douceurs,a
Houmous amande,Terra Douceurs,a
Caviar d'aubergine,Terra Douceurs,a
Ratatouille,Mocitos,a
Lentilles Cuisinées Au Chorizo,Léa Nature Jardin Bio,a
Pommes de terre,Parmentine,a
Pavé de saumon pistache et amande,,a
eau,,a
Ziti tagliati,Liguori,a
Lentilles corail décortiquées,,a
Fresh Milk - Full cream,,a
Pulpe de tomates,Florelli,a
Courgettes en cubes,Picard,a
Escalpes de dinde,Monoprix,a
Coulis tomate bio,Terra Douceurs,a
Gaspacho vert,Terra Douceurs,a
Ketchup (conversion),Terra Douceurs,a
Sauce tomate basilic bio,Terra Douceurs,a
Soupe oignon,Terra Douceurs,a
Soupe oignon,Terra Douceurs,a
Houmous carotte,Terra Douceurs,a
Caviar canuts,Terra Douceurs,a
Houmous champignon,Terra Douceurs,a
Le bon yaourt bio 0 %,,a
Pureé de Pommes,Belle France,a
Steak haché Façon bouchère 5%,Férial,a
Cereal Space - Saveur Cookie Cream,Cereal Space,a
Fraises,Jumbo,a
Haricots vert plat,BAIONADE,a
Poireau Fermenté,,a
Rigatoni à la farine de dreche,"",a
Foie de veau,"",a
Lait demi ecreme,,a
Dattes chetti,,a
Prune au sirop,,a
le lait de ma région,candia,a
HiPro Citron,Danone,a
Morceaux choisis de poulet,Maître Coq,a
Chili sin carne,Foodles,a
Frites au four Classiques,Marque Repère,a
Œufs blancs  (plein air),,a
Couscous à la marocaine,Monoprix,a
Crousti express,Findus,a
Crevettes Cocktail,Costa,a
Petits pois Carottes Extra-FIns,U,a
Soupe de Poissons,Pointe de Penmarc'h,a
Frites Coupe large,Thiriet,a
Velouté de langoustines,Pointe de Penmarc'h,a
Cœurs de sucrines,Marque repère,a
Filet tranché de Dinde,,a
Choucroute garnie sous vide,Pierre Schmidt,a
Bio Vegan Protéines Shake,Nature Zen,a
Petits pois - doperwten,Carrefour,a
Viande Hachée Pur Boeuf 5%,,a
Amandes décortiquées,Fresh Garden,a
Champignons de Paris,Raoul Gey,a
Houmous au citron confis,Le temps des oliviers,a
ENERGY DRINK AROME FRAISE,Fresubin,a
Delice tofu chevre miel et noisettes,Céréal Bio,a
Taboulé poulet rôti,Bonduelle,a
2 Pavés tendres & savoureux,Charal,a
Farine Bio Pois chiche,Kom&sal,a
Aiguillettes de poulet,Le Gaulois,a
Aiguillettes de poulet,Loué,a
Chapelure,,a
Steak haché 5% Façon bouchère,Sourires de Campagne,a
Morilles premium,,a
Lentilles corail,Ferme de la Mégrière,a
Skyr énergie Mangue-Passion,Yoplait,a
Chair de tomates,Bio Village,a
Pommes rissolées,Thiriet,a
Low carb spinach,Rebel Bakehouse,a
Protéine de chanvre bio,Alter Nutrition,a
Carottes,"Panier du Primeur,Marque Repère",a
Pure Whey Isolate Strawberry,Bulk,a
Graines de Chia Bio,,a
Museau de boeuf au vinaigre,"",a
Riz cantonais,U,a
Nouilles UDON  natures,Suzi Wan,a
Aiguillettes de poulet thym citron,Le Gaulois Professionnel,a
Filet de poulet blanc,L'étal du Volailler,a
Pizza Grillgemüse Hummus (TK),"Alnatura,Alnatura GmbH",a
,Melkan,a
2 Pavés Tendres et Savoureux,Charal,a
Lentilles vertes,Casino Bio,a
Filets de poulet,L'etal Du Volailler,a
Base pizza cm33,,a
Skyr bio nature,Skyr,a
Vegan Protein,,a
2 pavés tendres et savoureux,Charal,a
Gaspacho picante,LA POTAGÈRE,a
Aubergines cuisinees a la provencale d'aucy 380g,D'aucy,a
Champignons de Paris,Valtonia,a
Foie de bœuf,"",a
Mini Poireaux bio,Eric Bur,a
4 nems aux legumes,Passion Asie,a
Skyr citron,Danone,a
Biscotte blé complet,Pasquier,a
Dessert fruitier pomme cerise,Andros,a
Kleine uien,,a
Oranges à jus,,a
Le sandwich poulet crudite,Franprix,a
Haricots blancs,Naturéo,a
Jolifruit fraise,intermarché,a
Haricots rouges,Naturéo,a
Amande grillées et salées,U,a
Les noisettes décortiquées,Nous Anti-gaspi,a
Framboises entières,Freshona,a
Aiguillettes de poulet,Loué,a
Thon crudités oeuf,Auchan,a
Lapin entier avec tête et avec foie,"",a
Passata di pomodoro rustica,"Auchan, Tavola in Italia",a
Dessert fruitier Pomme Citron,Andros,a
Nouilles au poulet façon thaï,Lidl,a
Chips croustillantes cuites au four saveur chorizo,,a
Chips croustillants cuites au four au vinaigre,,a
Aiguillettes de poulet,Ecomiam,a
Fusillo,Combino,a
Melange jeunes pousses,Oceane,a
PIPE RIGATE,Combino,a
lentilles sans arôme ajouté,Bonduelle,a
Poulet plein champs,Le petit marché de loué,a
Compote Allégée Pomme,Casino,a
Filets de poulet,"",a
Champignons de Paris 1er choix émincés,Notre Jardin,a
Tagliatelles aux noix de Saint-Jacques,Comme j'aime,a
Riz long étuvé,U Bio,a
Feuilles de lasagne,Casino,a
Bavette d’aloyau,Charal,a
Radis et sauce aïl et ciboulette,Florette,a
Palak dal et riz basmati,Picard,a
Pommes ananas mangue,Monoprix,a
Amandes non grillées,Vico,a
Galettes maïs Bio,,a
Chocapic maxi 750G,,a
Farine de blé type 80,"",a
Pulpe de tomates,,a
Grenadin de veau,,a
Boulgour  et quinoa,Grain de frais,a
Filets de poulet Halal,DUC,a
Mini penne,U Bio,a
Skyr,,a
Taboul vert Libanaise,U,a
Boulgour fin,Bahadourian,a
Petits 0ains grillés,,a
2 Filets de poulet jaune,Volaé,a
Haddock,,a
Filets de Poulet jaune fermier,Volaé,a
Coleslaw,"",a
Pain pur petit épeautre,"",a
Poulet basquaise et son riz,La cuisine d'Océane,a
Gnocchi a poeler,Bio Village,a
Filets poulet,Le Gaulois,a
Double concentré de tomate à 28%,"",a
Pomodori essicati e marinati,,a
Petits pois bio,Lidl,a
2 steak de boeuf à griller,L'Étal du Boucher,a
Terrine de canard (tomates séchées et thym),Delpeyrat,a
Terrine de canard,Delpeyrat,a
Coquillette,"Casino Bio,Casino",a
Candia,Candia,a
Pain aux céréales sans gluten,Leclerc,a
Falafels,Lidl,a
Purée Ananas Passion Pomme,Ethiquable,a
Mg eau minerale naturel,,a
Poulet fermier,"",a
So shape cookies pépites de chocolat,So Shape,a
Knusprige honey rings,K-Classic,a
Carottes,Prim'Bio,a
Maxi thon crudités et oeuf au pain de mie complet,La Toque Angevine,a
Petit poids et carottes,Cora,a
Pistache coque grillee,Philia,a
Mini fonds pour flammenkuche,Pierre Schmidt,a
Compote de pommes bananes,Éco+,a
Vegane Frikadellen,Garden Gourmet,a
Barre protéinée - Framboise grenade,Papa Chiche,a
Houmous à la betterave,La Grande Épicerie de Paris,a
pomme amandes,Blédina,a
Baguette tradition U,"",a
veggie mix,Shneider's,a
Lentilles,Monoprix,a
Leben,"",a
Filets de poulet,L'Etal du Volailler,a
La Belle Escalope de Dinde,le Gaulois,a
Houmous,Saladinettes,a
Fromage blanc,Beillevaire,a
Couscous bœuf agneau,,a
Amandes blanchies crues,Pop Nuts,a
Faux-filet,Charal,a
Yaourt Naturel,Boermarke,a
Pois Chiches Bio,picard,a
Houmous,DU GOUT ET C EST TOUT,a
Pois Chiches,Gaec Le Parpounet,a
Pois Cassés,Le bon grain,a
Compote Pomme,Franprix,a
Pesto de courgettes,Biothentic,a
Sauce cuisinee au butternut,Biothentic,a
4 baguettes viennoises complètes,La Boulangère,a
Ail semoule,Ducros,a
Noisettes blanchies grillées,Profruit,a
Whey isolat native saveur chocolat,Nutripure,a
Pom'Potes Les Vitaminés sans sucres ajoutés,Materne,a
20 gros œufs,Bureland,a
Châtaignes,,a
Filet de poulet,Auchan,a
Morceaux de calamar géant,,a
Brochettes Abats de Bœuf,Socopa,a
Préparation queues crevette,Grand frais,a
Escalopes extra fines de dinde,"Marque Repère,Volandrie",a
Eau de source,,a
Farine de pois chiche bio,Ferme de Brisac,a
pommes Gala,"",a
Farine de seigle T130,MelBio,a
Pulpe de Pruneaux d'Agen Biologique,Lou Prunel,a
Courgettes en rondelles,Thiriet,a
Boulettes végétariennes à la tomate et boulgour,Comme j'aime,a
pommes de table Dalinette,Les Vergers de Chézeau,a
Pommes noisettes croustillantes et fondantes,Findus,a
Farine de blé T55,Le bio pour tous,a
Skyr Natural,Continente,a
Nesquik,Neslté,a
Mogette de vendée blanche surgelée,Thiriet,a
Snacks poppés aux légumineuses saveur fromage poivre fumé,U,a
Whey Isolat Native Chocolat,Nutri&Co,a
Professional roasted,,a
Petits pois Extra fins,Belle France,a
Wedge patate douce,"",a
Naan plain,,a
Poulet fermier élever en liberté,Loué,a
Pain complet,"",a
Staeck hache,"",a
Ferrarelle maxima,Ferrarelle,a
Steained tomatoes,Gioia,a
Tomates cerise de Provence basilic chevre,,a
Thon Listao,Netto,a
Escalope de dinde fermière,Loué,a
Escalope de dinde,Le Gaulois,a
Salade de fruit,,a
Soupe au pistou,Jean Martin,a
Flocons d'avoine,Bulk,a
Les légumes Saveurs - Petits pois carottes à l’éruvée,,a
Skyr Natural 0% Fat,"",a
Bombs choco sans gluten,Favrichon,a
Pois Chiches en seulement 30’,Vivien Paille,a
Risotto au Colin d'Alaska,"",a
chili con carne savoureux,Belle France,a
Rôti de filet de porc,L'Étal du Boucher,a
Hipro Fruits rouges,Danone,a
Lasagnes epinards merlu,"Blédichef, Blédina",a
Inspiration Salsa - Orange sanguine Sureau Citron,TROPICANA,a
Coulis de tomates au basilic,Alro,a
Poêlée Champêtre,Freshona,a
Filet de poulet x2,Le Gaulois,a
Dinde fermière,Les fermiers de Loué,a
Poulet fermier bio élevé en liberté,"",a
pain nordique,Intermarché,a
Soja Sun- Nature Sans Sucre,Soja Sun,a
Filets de poulet,Auchan,a
Farine Pain riche en graines,"",a
Skyr,Beillevaire,a
Lindahls  Pro+ saveur passion,Nestle,a
Aiguillettes de poulet rôties,U,a
Compote de pomme et de poire,Andros,a
Filets poulet plein champ,Loué,a
Skyr,Siggi's,a
Mini baguettes nature,,a
Boulettes paprika fumé à l'espagnole,CÉRÉAL BIO,a
Perch’ en blanc,PERCHE,a
Filets de poulet nourri aux graines de lin,Maître Coq,a
Le nature,Danone,a
Suprême D asperges,,a
Poêlée cuisinée de petits pois oignons,Thiriet,a
Pruneaux d'Agen entiers très gros,La Fourche,a
Émincé végétal sauce Barbecue,HARI&CO,a
Tomate cerise de Provence aux petits légumes,PLANT,a
Cookie chocolat blanc,"",a
Pavé de thon,,a
Nuggets vegetaux et gourmands,,a
Riz long Grain 1kg,BEN'S ORIGINAL,a
Maxi Croustis Texas,Bonduelle,a
Macaroni,Fiorini,a
